character,words,gender,age,title,year,dominant_gender,actor_nom,actress_nom,actor_win,actress_win,actor_noms,actress_noms,actor_wins,actress_wins,df_type
personnel offic,310,m,40.0,taxi driver,1976,f,True,True,False,False,1,1,0,0,Acting
sport,632,m,37.0,taxi driver,1976,f,True,True,False,False,1,1,0,0,Acting
tom,882,m,29.0,taxi driver,1976,f,True,True,False,False,1,1,0,0,Acting
travis bickle,7438,m,33.0,taxi driver,1976,f,True,True,False,False,1,1,0,0,Acting
wizard,1498,m,41.0,taxi driver,1976,f,True,True,False,False,1,1,0,0,Acting
darryl,324,m,36.0,thelma  louise,1991,f,False,True,False,False,0,2,0,0,Acting
hal,1696,m,52.0,thelma  louise,1991,f,False,True,False,False,0,2,0,0,Acting
harlan,269,m,38.0,thelma  louise,1991,f,False,True,False,False,0,2,0,0,Acting
j.d.,688,m,28.0,thelma  louise,1991,f,False,True,False,False,0,2,0,0,Acting
jimmy,1072,m,33.0,thelma  louise,1991,f,False,True,False,False,0,2,0,0,Acting
"lena, the waitr",184,f,37.0,thelma  louise,1991,f,False,True,False,False,0,2,0,0,Acting
louise,4636,f,45.0,thelma  louise,1991,f,False,True,False,False,0,2,0,0,Acting
max,389,m,40.0,thelma  louise,1991,f,False,True,False,False,0,2,0,0,Acting
thelma,4763,f,35.0,thelma  louise,1991,f,False,True,False,False,0,2,0,0,Acting
bill haydon,605,m,51.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
connie sachs,565,f,47.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
control,476,m,71.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
george smiley,2756,m,53.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
jerry westerby,306,m,38.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
jim prideaux,608,m,48.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
mendel,296,m,67.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
minister,260,m,44.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
oliver lacon,564,m,54.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
percy alleline,574,m,44.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
peter guillam,821,m,35.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
polyakov,108,m,39.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
ricki tarr,927,m,34.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
roy bland,243,m,58.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
toby esterhase,285,m,37.0,tinker tailor soldier spy,2011,m,True,False,False,False,1,0,0,0,Acting
det. alonzo har,5438,m,47.0,training day,2001,m,True,False,True,False,2,0,1,0,Acting
doug rosselli,212,m,64.0,training day,2001,m,True,False,True,False,2,0,1,0,Acting
jake hoyt,1961,m,31.0,training day,2001,m,True,False,True,False,2,0,1,0,Acting
letty,104,f,22.0,training day,2001,m,True,False,True,False,2,0,1,0,Acting
moreno,163,m,31.0,training day,2001,m,True,False,True,False,2,0,1,0,Acting
paul,154,m,36.0,training day,2001,m,True,False,True,False,2,0,1,0,Acting
roger,363,m,60.0,training day,2001,m,True,False,True,False,2,0,1,0,Acting
smiley,623,m,33.0,training day,2001,m,True,False,True,False,2,0,1,0,Acting
sniper,130,m,40.0,training day,2001,m,True,False,True,False,2,0,1,0,Acting
alex goran,1376,f,36.0,up in the air,2009,m,True,True,False,False,1,2,0,0,Acting
craig gregory,854,m,40.0,up in the air,2009,m,True,True,False,False,1,2,0,0,Acting
jim miller,326,m,33.0,up in the air,2009,m,True,True,False,False,1,2,0,0,Acting
julie bingham,221,f,32.0,up in the air,2009,m,True,True,False,False,1,2,0,0,Acting
karen barnes,106,f,35.0,up in the air,2009,m,True,True,False,False,1,2,0,0,Acting
kevin,138,m,25.0,up in the air,2009,m,True,True,False,False,1,2,0,0,Acting
natalie keener,2544,f,24.0,up in the air,2009,m,True,True,False,False,1,2,0,0,Acting
ryan bingham,5877,m,48.0,up in the air,2009,m,True,True,False,False,1,2,0,0,Acting
bishop brophy,598,m,66.0,the verdict,1982,m,True,False,False,False,2,0,0,0,Acting
dr. gruber,582,m,35.0,the verdict,1982,m,True,False,False,False,2,0,0,0,Acting
dr. towler,196,m,69.0,the verdict,1982,m,True,False,False,False,2,0,0,0,Acting
ed concannon,3272,m,73.0,the verdict,1982,m,True,False,False,False,2,0,0,0,Acting
frank galvin,9462,m,57.0,the verdict,1982,m,True,False,False,False,2,0,0,0,Acting
joseph alito,676,m,42.0,the verdict,1982,m,True,False,False,False,2,0,0,0,Acting
judge hoyle,1516,m,56.0,the verdict,1982,m,True,False,False,False,2,0,0,0,Acting
laura fischer,1026,f,36.0,the verdict,1982,m,True,False,False,False,2,0,0,0,Acting
mickey morrisse,3136,m,62.0,the verdict,1982,m,True,False,False,False,2,0,0,0,Acting
sally doneghy,350,f,30.0,the verdict,1982,m,True,False,False,False,2,0,0,0,Acting
amy cain,168,f,30.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
cia agent charl,400,m,47.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
conrad brean,7838,m,54.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
fad king,584,m,40.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
grace,136,f,39.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
john levy,286,m,34.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
liz butsky,372,f,50.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
senator cole,276,m,80.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
stanley motss,5786,m,60.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
white house rep,270,m,55.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
winifred ames,3320,f,28.0,wag the dog,1997,m,True,False,False,False,1,0,0,0,Acting
bud fox,10152,m,22.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
carl fox,2390,m,47.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
charlie,318,m,52.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
cromwell,558,m,58.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
darien taylor,2210,f,27.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
duncan wilmore,270,m,45.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
gordon gekko,8746,m,43.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
harold salt,372,m,39.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
kate gekko,296,f,28.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
lou mannheim,634,m,62.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
lynch,626,m,64.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
marvin,1346,m,28.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
ollie,120,m,41.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
sir larry wildm,656,m,49.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
tv business ana,114,m,55.0,wall street,1987,m,True,False,True,False,1,0,1,0,Acting
brendan conlon,1990,m,37.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
bryan callen,1902,m,44.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
Dan Taylor,212,m,46.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
frank campana,876,m,48.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
j.j. riley,204,m,47.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
mark bradford,172,m,29.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
paddy conlon,1086,m,70.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
pilar fernandez,141,f,32.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
Principal Zito,319,m,55.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
tess conlon,536,f,32.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
tommy conlon,1374,m,34.0,warrior,2011,m,True,False,False,False,1,0,0,0,Acting
beany thorn    ,172,f,24.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
bobby peru,2450,m,35.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
buddy,382,m,30.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
chet       (sce,268,m,59.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
george kovich,992,m,63.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
good witch,118,f,23.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
hotel manager,142,m,57.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
johnnie farragu,1710,m,64.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
juana durango,474,f,49.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
lula fortune,9884,f,23.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
marcelles santo,1136,m,44.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
marietta fortun,2930,f,55.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
mr. reindeer,328,m,58.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
perdita durango,436,f,38.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
reggie,1088,m,56.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
sailor ripley,8050,m,26.0,wild at heart,1990,f,False,True,False,False,0,1,0,0,Acting
brad,199,m,36.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
captain ted bee,150,m,44.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
donnie azoff,1412,m,30.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
dwayne,114,m,44.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
jean jacques sa,375,m,41.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
jordan belfort,11718,m,39.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
manny riskin,168,m,47.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
mark hanna,422,m,44.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
max belfort,274,m,66.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
naomi lapaglia,1281,f,23.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
nicky koskoff (,257,m,39.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
steve madden,203,m,32.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
teresa petrillo,150,f,28.0,the wolf of wall street,2013,m,True,False,False,False,2,0,0,0,Acting
cassidy,2264,f,44.0,the wrestler,2008,f,True,True,False,False,1,1,0,0,Acting
nick volpe,340,m,38.0,the wrestler,2008,f,True,True,False,False,1,1,0,0,Acting
randy 'the ram',5220,m,56.0,the wrestler,2008,f,True,True,False,False,1,1,0,0,Acting
scott brumberg,294,m,39.0,the wrestler,2008,f,True,True,False,False,1,1,0,0,Acting
stephanie,1128,f,21.0,the wrestler,2008,f,True,True,False,False,1,1,0,0,Acting
the ayatollah,304,m,44.0,the wrestler,2008,f,True,True,False,False,1,1,0,0,Acting
wayne,278,m,44.0,the wrestler,2008,f,True,True,False,False,1,1,0,0,Acting
bob steegerson,780,m,39.0,you can count on me,2000,f,False,True,False,False,0,1,0,0,Acting
brian everett,2434,m,38.0,you can count on me,2000,f,False,True,False,False,0,1,0,0,Acting
ron,868,m,38.0,you can count on me,2000,f,False,True,False,False,0,1,0,0,Acting
rudy prescott,1172,m,11.0,you can count on me,2000,f,False,True,False,False,0,1,0,0,Acting
samantha 'sammy,8146,f,36.0,you can count on me,2000,f,False,True,False,False,0,1,0,0,Acting
sheila,176,f,18.0,you can count on me,2000,f,False,True,False,False,0,1,0,0,Acting
sheriff darryl,346,m,50.0,you can count on me,2000,f,False,True,False,False,0,1,0,0,Acting
terry prescott,8422,m,33.0,you can count on me,2000,f,False,True,False,False,0,1,0,0,Acting
c.i.a. director,261,m,51.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
dan,2656,m,43.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
debbie,136,f,29.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
george,1025,m,49.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
hakim,240,m,39.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
hassan ghul,137,m,65.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
jack,389,m,49.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
jeremy,227,m,45.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
jessica,1141,f,43.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
joseph bradley,631,m,47.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
justin - devgru,394,m,33.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
larry from grou,337,m,35.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
maya,3787,f,35.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
national securi,313,m,55.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
patrick - squad,228,m,38.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
saber - devgru,128,m,37.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
squadron comman,124,m,49.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
steve,366,m,36.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
the wolf,121,m,53.0,zero dark thirty,2012,f,False,True,False,False,0,1,0,0,Acting
andrew 'pope' c,1059,m,41.0,animal kingdom,2010,m,False,True,False,False,0,1,0,0,Acting
barry 'baz' bro,649,m,36.0,animal kingdom,2010,m,False,True,False,False,0,1,0,0,Acting
craig cody,706,m,33.0,animal kingdom,2010,m,False,True,False,False,0,1,0,0,Acting
darren cody,391,m,29.0,animal kingdom,2010,m,False,True,False,False,0,1,0,0,Acting
detective randa,201,m,33.0,animal kingdom,2010,m,False,True,False,False,0,1,0,0,Acting
detective senio,1451,m,43.0,animal kingdom,2010,m,False,True,False,False,0,1,0,0,Acting
janine 'smurf' ,1361,f,63.0,animal kingdom,2010,m,False,True,False,False,0,1,0,0,Acting
bob's girlfrien,1866,f,25.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
bowery saloon s,115,m,50.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
charley ford,1163,m,39.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
dick liddil,719,m,31.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
ed miller,141,m,43.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
frank james,249,m,64.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
governor critte,327,m,63.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
henry craig,154,m,67.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
jesse james,2206,m,44.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
martha bolton,117,f,37.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
sarah hite,130,f,27.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
wood hite,260,m,36.0,the assassination of jesse james by the coward robert ford,2007,m,True,False,False,False,1,0,0,0,Acting
"briony tallis, ",1196,f,13.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
cecilia tallis,915,f,22.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
emily tallis,162,f,57.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
fiona maguire,197,f,29.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
leon tallis,262,m,30.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
lola quincey,298,f,18.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
luc cornet,352,m,26.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
older briony,430,f,70.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
paul marshall,450,m,31.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
robbie turner,1202,m,28.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
sister drummond,181,f,43.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
tommy nettle,474,m,29.0,atonement,2007,m,False,True,False,False,0,1,0,0,Acting
bobby,249,m,31.0,blue valentine,2010,m,False,True,False,False,0,1,0,0,Acting
cindy,2295,f,30.0,blue valentine,2010,m,False,True,False,False,0,1,0,0,Acting
dean,3907,m,30.0,blue valentine,2010,m,False,True,False,False,0,1,0,0,Acting
dr. feinberg,102,m,42.0,blue valentine,2010,m,False,True,False,False,0,1,0,0,Acting
frankie,157,f,6.0,blue valentine,2010,m,False,True,False,False,0,1,0,0,Acting
jerry,165,m,65.0,blue valentine,2010,m,False,True,False,False,0,1,0,0,Acting
brian roberts,959,m,30.0,cabaret,1972,f,True,True,True,True,1,1,1,1,Acting
fritz wendel,310,m,31.0,cabaret,1972,f,True,True,True,True,1,1,1,1,Acting
fräulein kost,113,f,44.0,cabaret,1972,f,True,True,True,True,1,1,1,1,Acting
natalia landaue,380,f,25.0,cabaret,1972,f,True,True,True,True,1,1,1,1,Acting
nazi with colle,108,m,19.0,cabaret,1972,f,True,True,True,True,1,1,1,1,Acting
sally bowles,2785,f,26.0,cabaret,1972,f,True,True,True,True,1,1,1,1,Acting
anouk rocher,137,f,9.0,chocolat,2000,f,False,True,False,False,0,2,0,0,Acting
armande voizin,558,f,66.0,chocolat,2000,f,False,True,False,False,0,2,0,0,Acting
caroline clairm,355,f,33.0,chocolat,2000,f,False,True,False,False,0,2,0,0,Acting
comte de reynau,1244,m,47.0,chocolat,2000,f,False,True,False,False,0,2,0,0,Acting
guillaume bléro,181,m,70.0,chocolat,2000,f,False,True,False,False,0,2,0,0,Acting
josephine musca,571,f,45.0,chocolat,2000,f,False,True,False,False,0,2,0,0,Acting
roux,463,m,37.0,chocolat,2000,f,False,True,False,False,0,2,0,0,Acting
serge muscat,640,m,47.0,chocolat,2000,f,False,True,False,False,0,2,0,0,Acting
vianne rocher,962,f,36.0,chocolat,2000,f,False,True,False,False,0,2,0,0,Acting
clint von hoose,125,m,32.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
dianne sway,365,f,30.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
dr. greenway,106,m,44.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
harry bono,282,m,52.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
jack nance,113,m,44.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
mark sway,122,m,12.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
paul gronke,212,m,36.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
reggie love,2716,f,48.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
roy foltrigg,325,m,48.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
sgt. hardy,224,m,40.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
thomas fink,231,m,35.0,the client,1994,f,False,True,False,False,0,1,0,0,Acting
doolittle lynn,3601,m,34.0,coal miners daughter,1980,f,False,True,False,True,0,1,0,1,Acting
hugh cherry,108,m,43.0,coal miners daughter,1980,f,False,True,False,True,0,1,0,1,Acting
lee dollarhide,141,m,36.0,coal miners daughter,1980,f,False,True,False,True,0,1,0,1,Acting
loretta lynn,3816,f,31.0,coal miners daughter,1980,f,False,True,False,True,0,1,0,1,Acting
patsy cline,744,f,29.0,coal miners daughter,1980,f,False,True,False,True,0,1,0,1,Acting
ted webb,565,m,40.0,coal miners daughter,1980,f,False,True,False,True,0,1,0,1,Acting
alibi,298,m,39.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
arletta,428,f,52.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
blind dick,131,m,37.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
boss godfrey,143,m,42.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
boss paul,511,m,35.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
captain,545,m,48.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
carr,482,m,46.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
dog boy,367,m,31.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
dragline,3001,m,42.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
gambler,310,m,34.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
koko,626,m,33.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
loudmouth steve,215,m,29.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
luke,2412,m,42.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
society red,538,m,45.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
tattoo,382,m,42.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
tramp,161,m,41.0,cool hand luke,1967,m,True,False,True,False,2,0,1,0,Acting
bad blake,6010,m,60.0,crazy heart,2009,f,True,True,True,False,1,1,1,0,Acting
bill wilson,150,m,71.0,crazy heart,2009,f,True,True,True,False,1,1,1,0,Acting
doctor,220,m,66.0,crazy heart,2009,f,True,True,True,False,1,1,1,0,Acting
jack greene,584,m,63.0,crazy heart,2009,f,True,True,True,False,1,1,1,0,Acting
jean craddock,1537,f,32.0,crazy heart,2009,f,True,True,True,False,1,1,1,0,Acting
manager,130,m,57.0,crazy heart,2009,f,True,True,True,False,1,1,1,0,Acting
tommy sweet,724,m,33.0,crazy heart,2009,f,True,True,True,False,1,1,1,0,Acting
tony,243,m,28.0,crazy heart,2009,f,True,True,True,False,1,1,1,0,Acting
wayne,273,m,78.0,crazy heart,2009,f,True,True,True,False,1,1,1,0,Acting
wesley barnes,183,m,54.0,crazy heart,2009,f,True,True,True,False,1,1,1,0,Acting
david wayne,170,m,43.0,dallas buyers club,2013,m,True,False,True,False,2,0,2,0,Acting
dr. vass,388,m,58.0,dallas buyers club,2013,m,True,False,True,False,2,0,2,0,Acting
eve,1016,f,41.0,dallas buyers club,2013,m,True,False,True,False,2,0,2,0,Acting
rayon,587,m,42.0,dallas buyers club,2013,m,True,False,True,False,2,0,2,0,Acting
ron woodroof,3966,m,44.0,dallas buyers club,2013,m,True,False,True,False,2,0,2,0,Acting
t.j.,149,m,37.0,dallas buyers club,2013,m,True,False,True,False,2,0,2,0,Acting
tucker,166,m,46.0,dallas buyers club,2013,m,True,False,True,False,2,0,2,0,Acting
andy sachs,4396,f,24.0,the devil wears prada,2006,f,False,True,False,False,0,1,0,0,Acting
christian thomp,783,m,37.0,the devil wears prada,2006,f,False,True,False,False,0,1,0,0,Acting
doug,146,m,28.0,the devil wears prada,2006,f,False,True,False,False,0,1,0,0,Acting
emily,1802,f,23.0,the devil wears prada,2006,f,False,True,False,False,0,1,0,0,Acting
lily,223,f,31.0,the devil wears prada,2006,f,False,True,False,False,0,1,0,0,Acting
miranda priestl,2169,f,57.0,the devil wears prada,2006,f,False,True,False,False,0,1,0,0,Acting
nate,583,m,30.0,the devil wears prada,2006,f,False,True,False,False,0,1,0,0,Acting
nigel,994,m,46.0,the devil wears prada,2006,f,False,True,False,False,0,1,0,0,Acting
richard sachs,235,m,51.0,the devil wears prada,2006,f,False,True,False,False,0,1,0,0,Acting
brenda,107,f,57.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
charles embry,312,m,53.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
donna jensen,709,f,42.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
ed masry,3214,m,64.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
erin brockovich,7415,f,33.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
george,1478,m,32.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
kurt potter,233,m,59.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
matthew brockov,101,m,10.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
pamela duncan,406,f,44.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
ted daniels,102,m,39.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
theresa dallava,172,f,37.0,erin brockovich,2000,f,True,True,False,True,1,1,0,1,Acting
burke dennings,106,m,55.0,the exorcist,1973,f,True,True,False,False,1,2,0,0,Acting
chris macneil,2200,f,41.0,the exorcist,1973,f,True,True,False,False,1,2,0,0,Acting
dr. barringer -,172,m,39.0,the exorcist,1973,f,True,True,False,False,1,2,0,0,Acting
dr. klein,530,m,36.0,the exorcist,1973,f,True,True,False,False,1,2,0,0,Acting
father karras,1520,m,34.0,the exorcist,1973,f,True,True,False,False,1,2,0,0,Acting
father merrin,896,m,44.0,the exorcist,1973,f,True,True,False,False,1,2,0,0,Acting
karras' uncle,154,m,56.0,the exorcist,1973,f,True,True,False,False,1,2,0,0,Acting
psychiatrist,118,m,48.0,the exorcist,1973,f,True,True,False,False,1,2,0,0,Acting
regan,404,f,14.0,the exorcist,1973,f,True,True,False,False,1,2,0,0,Acting
sharon,161,f,29.0,the exorcist,1973,f,True,True,False,False,1,2,0,0,Acting
cathy whitaker,4731,f,42.0,far from heaven,2002,f,False,True,False,False,0,1,0,0,Acting
david whitaker,348,m,12.0,far from heaven,2002,f,False,True,False,False,0,1,0,0,Acting
dr. bowman,341,m,54.0,far from heaven,2002,f,False,True,False,False,0,1,0,0,Acting
eleanor fine,906,f,43.0,far from heaven,2002,f,False,True,False,False,0,1,0,0,Acting
frank whitaker,1399,m,48.0,far from heaven,2002,f,False,True,False,False,0,1,0,0,Acting
janice whitaker,205,f,10.0,far from heaven,2002,f,False,True,False,False,0,1,0,0,Acting
mrs. leacock,177,f,78.0,far from heaven,2002,f,False,True,False,False,0,1,0,0,Acting
raymond deagan,1239,m,48.0,far from heaven,2002,f,False,True,False,False,0,1,0,0,Acting
stan fine,107,m,40.0,far from heaven,2002,f,False,True,False,False,0,1,0,0,Acting
sybil,384,f,37.0,far from heaven,2002,f,False,True,False,False,0,1,0,0,Acting
anne,1624,f,43.0,the fisher king,1991,m,True,True,False,True,1,1,0,1,Acting
doctor,308,m,43.0,the fisher king,1991,m,True,True,False,True,1,1,0,1,Acting
edwin,119,m,33.0,the fisher king,1991,m,True,True,False,True,1,1,0,1,Acting
jack,2907,m,42.0,the fisher king,1991,m,True,True,False,True,1,1,0,1,Acting
lydia,696,f,34.0,the fisher king,1991,m,True,True,False,True,1,1,0,1,Acting
news reporter,153,m,36.0,the fisher king,1991,m,True,True,False,True,1,1,0,1,Acting
parry,1911,m,40.0,the fisher king,1991,m,True,True,False,True,1,1,0,1,Acting
